69 121
316 338 0.9458
975 1420 0.4319
247 1172 0.1066
374 1709 0.3083
1259 1907 0.8478
1470 1817 0.3698
169 451 0.5410
726 1599 0.4266
142 1986 0.0313
819 1263 0.0211
162 754 0.8996
213 640 0.1714
155 1162 0.2274
815 1987 0.0739
245 906 0.7708
424 1617 0.5628
187 581 0.7431
73 161 0.0531
620 636 0.1908
221 1496 0.0181
329 1829 0.9548
10 174 0.4759
779 1757 0.8868
686 800 0.2286
1025 1722 0.6635
681 1198 0.0316
58 1799 0.3539
940 1857 0.5266
748 1567 0.5227
17 1351 0.1490
1056 1920 0.6789
793 918 0.1315
102 566 0.9417
1095 1514 0.0060
1174 1337 0.2931
59 1534 0.8532
1766 1773 0.5818
272 1092 0.3232
679 1927 0.3237
206 588 0.6611
1322 1883 0.9404
14 1046 0.3862
548 1452 0.0841
1174 1826 0.5008
543 1505 0.0221
720 970 0.5666
125 547 0.7303
462 940 0.2992
1209 1493 0.5237
615 1397 0.1583
1402 1536 0.2825
437 1498 0.2274
647 1282 0.4677
720 749 0.5958
122 1553 0.1582
709 810 0.8858
428 522 0.0664
603 914 0.3486
1913 1956 0.0394
1152 1290 0.4795
493 1631 0.4649
1154 1804 0.6254
1283 1883 0.7628
672 936 0.6921
187 1391 0.0726
852 1084 0.9556
1468 1821 0.6805
579 1655 0.8669
395 943 0.2086
236 1989 0.9277
519 1385 0.5609
432 482 0.4518
83 479 0.3088
179 1491 0.6932
80 165 0.3230
518 707 0.3972
909 1724 0.4943
263 1295 0.8630
613 1599 0.4909
874 1595 0.7243
3 693 0.8996
507 903 0.7735
1141 1537 0.9885
117 795 0.2939
782 887 0.8021
593 1922 0.5424
1819 1877 0.0926
113 564 0.5484
1134 1902 0.6881
911 1678 0.8513
703 1075 0.0143
203 753 0.9485
257 811 0.9950
295 1059 0.1534
387 1106 0.2430
233 999 0.5090
53 1903 0.1333
733 1086 0.3236
1332 1692 0.4139
380 828 0.0602
511 1979 0.9179
39 854 0.3919
1180 1920 0.2570
555 745 0.9743
818 1930 0.1036
1234 1809 0.5832
417 1429 0.6625
14 945 0.7067
300 377 0.6099
183 1180 0.5520
776 1172 0.6322
34 186 0.8566
659 1974 0.7452
391 508 0.7998
25 723 0.5453
519 776 0.1784
1489 1569 0.6498
447 807 0.4860
188 1097 0.3456
1006 1456 0.4291
1449 1787 0.5458
563 1902 0.4077
223 1140 0.5257
250 601 0.0890
245 966 0.3097
192 1496 0.0139
836 1230 0.4386
1230 1798 0.0442
1269 1291 0.9407
537 836 0.7728
607 1236 0.7228
88 1133 0.2672
97 816 0.9305
649 1050 0.8413
165 1775 0.1682
239 389 0.7236
329 1909 0.3380
512 1082 0.6888
530 1185 0.9541
1181 1700 0.9940
561 1481 0.4825
151 555 0.5647
832 1442 0.1977
549 1346 0.2009
781 1738 0.7646
322 1842 0.2045
315 646 0.4523
73 1610 0.1840
583 1895 0.0520
1249 1942 0.1034
132 530 0.0422
294 1343 0.5194
1110 1925 0.8472
326 438 0.3044
429 826 0.2523
973 1765 0.0172
589 674 0.2917
327 1744 0.5480
1260 1400 0.0587
538 1404 0.5873
84 546 0.4891
1118 1211 0.3701
84 868 0.7493
601 1792 0.8280
1208 1749 0.7496
579 1026 0.9111
366 622 0.5737
1314 1905 0.0894
1031 1956 0.6769
21 275 0.5776
1010 1991 0.0769
811 1910 0.7453
509 1243 0.0075
1543 1564 0.7637
638 941 0.8796
1455 1783 0.1528
721 1493 0.4062
1328 1485 0.6602
420 1706 0.0867
788 1901 0.4302
448 1983 0.0517
639 1938 0.4556
303 610 0.2549
1827 1925 0.8081
682 1691 0.4071
222 1739 0.6968
1804 1820 0.9091
1098 1254 0.8439
1379 1767 0.9309
1197 1566 0.1320
885 1768 0.3169
752 1746 0.9700
107 1506 0.4078
840 1230 0.3628
586 773 0.9962
746 1045 0.3234
717 1640 0.5891
946 1875 0.1082
1381 1553 0.4485
187 549 0.0461
403 1220 0.6329
180 276 0.8622
102 298 0.0204
957 1182 0.8503
456 1920 0.4114
1017 1801 0.3977
1236 1658 0.7144
915 1563 0.0188
576 1039 0.5876
208 947 0.7108
575 1324 0.1800
417 1656 0.1707
1096 1334 0.0966
591 990 0.9116
1281 1459 0.1142
379 1185 0.2735
721 839 0.8227
340 1311 0.1766
498 1195 0.4288
484 1494 0.0534
1476 1912 0.8912
340 1151 0.7761
1382 1824 0.7815
1595 1801 0.1486
747 1090 0.2534
794 1184 0.0070
34 723 0.6832
745 1354 0.0793
897 1746 0.3549
498 1625 0.9582
247 1065 0.3362
1880 1914 0.7212
910 1041 0.7415
123 254 0.4144
914 1437 0.1945
1682 1875 0.8868
728 1308 0.2676
672 804 0.5430
1053 1320 0.4849
1060 1290 0.1901
680 793 0.6206
39 1388 0.4052
298 550 0.8156
991 1237 0.3170
436 628 0.1622
208 1658 0.6835
1352 1406 0.4636
1514 1704 0.3521
649 1540 0.1938
347 1212 0.9160
626 896 0.4093
1713 1939 0.6505
588 1585 0.4033
712 952 0.9545
118 1068 0.6183
1541 1882 0.8256
591 986 0.8301
117 251 0.1776
1463 1517 0.1864
809 1276 0.5031
63 1870 0.4194
422 574 0.2554
606 710 0.6635
991 1085 0.0312
404 619 0.3651
813 1712 0.4885
598 1946 0.3396
1060 1540 0.2145
168 562 0.6769
361 1576 0.9031
308 1012 0.9799
372 1117 0.1108
1453 1911 0.3261
36 1164 0.2089
965 1235 0.7606
496 1720 0.1813
399 911 0.9006
10 421 0.3386
210 549 0.9446
716 1010 0.3658
747 1196 0.6629
166 1126 0.8587
609 1445 0.4982
704 1118 0.8663
661 1227 0.0832
1423 1880 0.3574
1837 1908 0.8903
525 1176 0.7440
1263 1376 0.1825
1604 1846 0.2025
1561 1830 0.0052
1723 1924 0.5497
1145 1279 0.7357
223 856 0.8005
1120 1648 0.7997
833 1488 0.0276
681 1998 0.4832
1121 1507 0.1321
197 374 0.8018
253 954 0.1505
882 1040 0.8258
1122 1331 0.0324
1224 1552 0.0212
73 1674 0.6451
1082 1947 0.7863
62 1481 0.6183
1475 1499 0.1171
412 1514 0.7328
256 1064 0.8209
575 938 0.2021
796 1910 0.3721
1118 1386 0.1376
1562 1746 0.7172
270 1688 0.8126
1118 1742 0.1231
292 309 0.7427
97 1978 0.3234
5 1102 0.4886
450 986 0.9299
666 1527 0.8785
1034 1080 0.3454
876 1576 0.1307
11 517 0.9700
461 716 0.3833
6 1270 0.5014
433 477 0.3952
1523 1713 0.2501
1280 1474 0.3706
687 1044 0.0022
539 1199 0.9331
259 1448 0.0476
224 320 0.0906
133 1788 0.5524
1497 1695 0.9624
82 1251 0.0911
516 1370 0.3542
1606 1689 0.0321
337 1974 0.8683
564 988 0.8463
1155 1708 0.3374
630 771 0.2928
188 1222 0.0406
125 737 0.0883
630 812 0.2016
1636 1891 0.7694
679 1253 0.5356
359 1444 0.1663
1174 1516 0.6905
1310 1443 0.0607
353 823 0.6494
780 1865 0.9731
722 940 0.7928
730 1699 0.2212
1608 1735 0.2494
513 1692 0.2432
44 1573 0.5537
405 1951 0.2231
774 1630 0.8474
1528 1964 0.6989
936 1461 0.0637
609 1007 0.2761
86 1657 0.5333
1435 1656 0.2607
953 1029 0.1496
921 1387 0.7126
82 661 0.8156
594 1279 0.8105
1107 1618 0.7734
707 1411 0.9290
1286 1412 0.8504
20 59 0.5773
788 882 0.1648
687 864 0.6866
842 1259 0.4450
1474 1694 0.4440
172 1861 0.6274
960 970 0.6094
1247 1298 0.2184
166 1253 0.7350
370 1267 0.8168
1541 1594 0.5748
1240 1267 0.8369
272 1066 0.6996
532 1903 0.0844
834 1252 0.3201
978 1833 0.7231
1675 1724 0.4799
647 900 0.8171
288 478 0.4507
1214 1979 0.6803
195 835 0.5254
606 1691 0.2555
185 623 0.6437
999 1209 0.0758
1376 1405 0.3431
1 1983 0.6258
386 458 0.8814
1025 1986 0.3988
998 1084 0.7482
854 1866 0.2224
483 1143 0.3659
742 1622 0.3464
100 1818 0.8517
572 877 0.1014
1613 1818 0.4898
1243 1584 0.1926
549 1440 0.8591
19 1522 0.7896
729 1853 0.0624
805 1415 0.2849
319 1229 0.4846
1322 1393 0.0807
1359 1639 0.3433
915 1861 0.7643
432 1916 0.2188
1114 1604 0.3958
1064 1518 0.2199
312 500 0.4572
1491 1674 0.4157
179 1200 0.4730
781 1460 0.2262
118 340 0.9654
1712 1812 0.4248
627 1645 0.1237
239 337 0.6882
1208 1791 0.3959
631 979 0.4518
816 992 0.5969
86 534 0.5240
1392 1490 0.9255
673 1506 0.3096
1117 1305 0.6454
1692 1936 0.4734
563 959 0.8956
573 1429 0.4250
332 793 0.6072
450 1376 0.0580
1182 1237 0.3623
94 1643 0.0918
836 1819 0.8839
904 1475 0.2575
737 763 0.9548
984 1306 0.1877
102 1674 0.7615
926 1409 0.2241
386 1707 0.7436
692 741 0.4428
431 1786 0.4466
951 1618 0.9721
405 654 0.9107
801 1818 0.6597
743 1720 0.3024
1340 1830 0.7014
1239 1768 0.8863
167 1631 0.6507
297 1036 0.4696
687 1563 0.3913
84 716 0.9576
758 1162 0.8368
734 789 0.6499
750 1053 0.9178
103 1192 0.6173
831 893 0.5864
1004 1120 0.2395
127 1413 0.1806
463 1416 0.1900
977 1938 0.4071
1176 1335 0.5501
1471 1754 0.5625
48 1110 0.9267
796 1496 0.4516
865 884 0.9425
723 881 0.1566
1313 1521 0.0734
402 1811 0.4988
234 1835 0.3335
1833 1996 0.1100
153 731 0.8862
1086 1908 0.0709
375 1918 0.6491
781 1832 0.0321
81 1708 0.5236
1395 1770 0.8087
148 810 0.6520
62 311 0.6231
882 1727 0.6387
131 759 0.9592
14 1689 0.1149
901 1606 0.8219
151 656 0.4510
577 1586 0.3355
307 1194 0.4750
470 1935 0.7583
379 1260 0.6151
556 1216 0.2282
1326 1800 0.0296
244 1281 0.5437
96 1855 0.5632
579 757 0.9403
247 692 0.8508
382 939 0.4270
482 1020 0.7686
124 324 0.7298
714 1096 0.3358
443 1258 0.7266
1043 1306 0.2546
1506 1904 0.8565
209 1168 0.3580
156 1702 0.3102
165 1836 0.5388
683 1456 0.3802
67 312 0.4704
523 1155 0.9624
1064 1831 0.0582
799 1648 0.0651
1331 1684 0.6105
105 1801 0.5504
964 1105 0.1016
344 1599 0.1344
89 1370 0.0679
752 1127 0.6094
671 1159 0.6185
1247 1547 0.0005
87 1647 0.5572
249 802 0.4982
359 1586 0.3790
269 1289 0.7963
1727 1886 0.6870
121 480 0.3465
555 1556 0.7490
437 1641 0.6428
1139 1634 0.8076
456 1597 0.2896
490 1176 0.2398
423 1654 0.8981
741 1992 0.6802
1653 1824 0.7737
649 1631 0.8676
603 972 0.2893
969 1349 0.5402
350 908 0.0868
413 1769 0.6651
151 229 0.3421
1655 1843 0.8941
295 386 0.9901
479 616 0.4704
166 1016 0.9092
793 1130 0.4061
208 1446 0.2424
775 1966 0.0747
348 1000 0.5456
719 1223 0.8521
979 1968 0.9333
1730 1960 0.2272
489 1767 0.1940
863 1644 0.9031
1236 1778 0.4747
811 1150 0.1688
995 1619 0.8643
273 1392 0.7216
1203 1930 0.7609
110 848 0.1101
1880 1967 0.0908
400 1048 0.0369
318 870 0.1232
539 1470 0.7638
420 1636 0.8165
394 1960 0.7215
420 821 0.0696
480 1329 0.0615
294 1503 0.2722
1533 1846 0.7772
1168 1725 0.0078
722 1004 0.1990
73 1252 0.8489
757 766 0.6335
229 1995 0.1614
340 492 0.5500
1766 1970 0.7885
147 228 0.3439
637 1251 0.4855
1136 1165 0.9209
993 1949 0.1914
873 1368 0.4060
722 769 0.1467
390 1962 0.3795
336 989 0.3989
10 1237 0.2295
523 1181 0.0292
1253 1934 0.9494
724 1716 0.6514
638 1788 0.6502
170 591 0.5440
1610 1829 0.1907
506 1284 0.7306
324 1744 0.0340
1083 1297 0.9815
451 1519 0.6447
689 1378 0.1421
1457 1526 0.1299
757 905 0.5079
1350 1430 0.1804
525 1851 0.7316
702 1084 0.0929
860 1838 0.6404
323 1578 0.1388
1101 1460 0.0868
1567 1988 0.7762
320 1500 0.4213
862 1120 0.8164
326 1794 0.5200
149 737 0.0022
374 734 0.9733
1334 1916 0.5526
85 346 0.7421
599 1051 0.3300
327 1990 0.4634
464 687 0.5300
179 397 0.6124
58 1949 0.9694
1065 1827 0.4473
345 1159 0.9191
843 1323 0.1132
590 1483 0.2155
1311 1411 0.2702
897 1697 0.6749
1027 1990 0.1822
176 783 0.0121
1717 1812 0.6057
1110 1607 0.6817
95 1943 0.5086
558 721 0.9147
576 1140 0.7934
939 1251 0.3996
97 447 0.0856
20 609 0.7171
716 1121 0.8029
949 1165 0.9451
284 822 0.5438
189 601 0.5822
249 1584 0.9910
3 138 0.2522
342 646 0.4223
445 503 0.5685
932 956 0.3340
219 1752 0.4808
155 1331 0.9709
1568 1838 0.9248
916 1876 0.2608
904 1497 0.4700
1266 1591 0.8369
836 1009 0.4655
394 826 0.9266
264 1621 0.6929
706 1322 0.2919
184 1790 0.0343
997 1687 0.7621
21 406 0.2126
150 234 0.0491
690 1888 0.2984
939 1746 0.9410
601 1518 0.8354
547 1285 0.2297
293 1581 0.6568
722 1406 0.3945
653 1644 0.1963
62 194 0.6670
949 1741 0.4016
148 692 0.3797
20 639 0.7791
233 396 0.0046
1292 1923 0.5733
503 1587 0.6819
1175 1909 0.9699
665 1496 0.2578
1407 1919 0.8305
566 630 0.8905
1491 1494 0.2494
1559 1704 0.2037
372 507 0.3535
819 958 0.0105
1081 1468 0.8324
1596 1915 0.1218
273 1593 0.5209
553 845 0.0602
51 176 0.3626
340 1757 0.1738
1745 1928 0.9360
253 1424 0.5845
351 1631 0.1442
18 1881 0.1908
1034 1571 0.6165
128 1881 0.8075
107 757 0.9459
556 1542 0.2591
508 1663 0.9311
724 1862 0.9686
185 720 0.2036
36 1556 0.5616
476 1993 0.1500
847 1306 0.9936
631 1581 0.9767
212 1239 0.4115
225 1736 0.8224
350 928 0.3610
451 1921 0.2549
227 615 0.6301
657 1695 0.3230
417 1275 0.5335
1352 1665 0.7482
1314 1661 0.3709
631 1952 0.4851
89 523 0.5062
493 1734 0.8486
921 999 0.6431
495 1359 0.1150
841 1378 0.9055
429 1331 0.2415
840 1199 0.3805
164 1054 0.2569
1231 1709 0.3830
433 1680 0.3672
31 357 0.7647
296 392 0.9874
98 1315 0.2878
218 1151 0.5869
627 797 0.1554
1406 1732 0.4153
276 891 0.5546
381 1938 0.6061
28 1942 0.3362
803 1163 0.3833
801 1850 0.5710
118 1317 0.7069
827 1890 0.7668
461 1358 0.3996
228 834 0.2803
236 1109 0.1260
414 1854 0.0769
801 1926 0.0991
1023 1817 0.8570
1268 1618 0.8770
1461 1730 0.6554
41 1716 0.4075
188 735 0.8157
546 1436 0.3051
202 395 0.5015
1510 1829 0.3806
1628 1908 0.7571
822 853 0.9940
1898 1959 0.0220
1076 1508 0.6311
613 1756 0.4491
1029 1638 0.6241
0 1669 0.6394
61 200 0.7381
818 1376 0.7856
1210 1978 0.8073
1030 1046 0.6475
389 771 0.0797
92 327 0.5733
910 1011 0.0445
1015 1609 0.2986
209 1472 0.7690
584 879 0.6485
569 853 0.7338
1030 1152 0.8873
489 597 0.2652
671 1850 0.6280
1051 1276 0.8988
1153 1816 0.4693
508 1809 0.8853
472 836 0.6701
290 1677 0.9178
21 644 0.7336
1356 1865 0.9245
1121 1844 0.4270
1214 1596 0.6337
792 1839 0.5422
989 1408 0.2769
234 309 0.0460
187 1906 0.1940
608 732 0.7565
917 1203 0.8360
898 1799 0.8380
533 1481 0.1329
325 1997 0.8933
254 1465 0.1823
836 1531 0.4381
1942 1999 0.9161
6 1670 0.0274
655 1785 0.4587
587 1074 0.9999
254 1720 0.2251
664 1724 0.9977
100 266 0.7048
688 1764 0.9793
684 1985 0.7720
1880 1897 0.6916
343 423 0.9124
891 1261 0.9371
1825 1970 0.4179
1965 1971 0.7666
1575 1660 0.9782
410 420 0.7395
1307 1575 0.3614
30 920 0.1173
294 1489 0.6146
60 1530 0.7655
433 1750 0.6475
977 1504 0.6055
617 1565 0.1954
454 510 0.8567
1111 1983 0.0560
585 1651 0.6672
1144 1506 0.6190
1015 1130 0.2180
389 1686 0.9955
669 1346 0.3107
1199 1698 0.6747
158 459 0.0217
89 325 0.3109
1405 1593 0.7538
1358 1487 0.9276
130 1639 0.7431
429 1163 0.3255
1497 1731 0.9205
1271 1498 0.9351
137 1113 0.5690
144 285 0.6251
1445 1791 0.7618
1369 1649 0.1026
120 1644 0.0457
1450 1963 0.3519
376 1227 0.9193
884 1823 0.1088
990 1132 0.8010
1012 1189 0.8256
121 1196 0.4784
146 1880 0.9016
23 1378 0.1086
1653 1755 0.7205
539 1010 0.4099
335 946 0.3725
125 1457 0.4025
452 1244 0.5413
54 1646 0.3419
545 1498 0.9894
26 1081 0.6232
1367 1483 0.0719
1162 1590 0.0027
629 1395 0.6388
152 1949 0.0638
1794 1868 0.8877
1455 1568 0.7732
1325 1550 0.8724
1455 1774 0.2112
48 1356 0.6757
744 1556 0.4416
1767 1813 0.6505
1358 1377 0.7387
261 581 0.5174
853 1757 0.9424
1082 1222 0.3567
142 1248 0.9818
57 150 0.6094
516 1485 0.4932
325 781 0.2385
622 1915 0.4860
63 1483 0.4422
242 1888 0.8171
1355 1879 0.7781
497 566 0.9681
704 1751 0.8573
247 617 0.3610
842 1099 0.3092
470 1185 0.6946
325 1287 0.5452
1779 1798 0.3243
665 845 0.9639
11 45 0.9290
1003 1663 0.3689
258 547 0.4210
938 1033 0.2421
40 1887 0.4795
653 1551 0.1939
76 263 0.0599
83 1440 0.2522
1378 1863 0.4731
572 592 0.1204
406 1496 0.5158
1354 1729 0.6999
679 1172 0.1404
779 1050 0.7820
1432 1791 0.3643
544 1419 0.2426
446 1050 0.3624
359 1748 0.3267
1194 1240 0.3265
169 1302 0.6530
898 1594 0.0805
1182 1972 0.0342
114 1757 0.8300
1011 1772 0.9626
374 567 0.3318
596 1182 0.2646
1378 1693 0.5920
146 1567 0.7530
847 1715 0.1283
613 1524 0.5371
410 1540 0.2517
1047 1718 0.1266
186 1359 0.8337
210 1061 0.0236
444 606 0.5280
706 1251 0.3625
32 1828 0.4625
247 1871 0.6838
1071 1124 0.8389
558 828 0.9991
37 947 0.5530
284 1990 0.1701
408 1230 0.7085
1321 1920 0.8866
1364 1525 0.1553
1039 1555 0.2468
682 983 0.2551
773 1574 0.6693
26 1399 0.9917
37 1729 0.8645
771 1914 0.8737
416 1471 0.5146
134 793 0.6801
66 127 0.6374
219 1393 0.0938
805 1705 0.6971
904 1456 0.3629
61 907 0.6019
50 1136 0.3781
1031 1599 0.2381
2 1388 0.4002
1209 1288 0.4704
1061 1198 0.1930
169 1899 0.6673
520 1373 0.1294
198 950 0.0215
1190 1904 0.8997
508 1719 0.0787
469 1610 0.1908
1405 1970 0.1485
1315 1988 0.6001
739 876 0.2381
890 1772 0.2826
6 1942 0.3853
71 663 0.2350
1261 1954 0.9517
888 1191 0.9459
1711 1929 0.7056
785 1410 0.2215
1286 1455 0.4475
397 979 0.8861
719 1375 0.3394
469 1807 0.4469
428 1116 0.5098
67 151 0.5382
1238 1249 0.0891
459 776 0.6293
337 877 0.8949
454 632 0.3055
323 1841 0.7655
246 415 0.6922
332 930 0.6027
389 1603 0.0840
184 743 0.6974
944 1772 0.3811
461 1673 0.1947
421 621 0.8437
234 1639 0.0125
341 1708 0.1024
257 417 0.6738
913 1499 0.8826
993 1912 0.4037
1179 1677 0.9414
596 1354 0.6970
1359 1750 0.1309
419 943 0.5071
444 1191 0.1563
242 1787 0.1332
299 1022 0.9404
828 839 0.8983
57 1046 0.7754
1026 1264 0.8974
1372 1731 0.8628
1310 1794 0.3685
345 1644 0.0109
393 1403 0.0400
346 1468 0.2053
711 1357 0.4285
1106 1948 0.7519
723 1246 0.0353
645 792 0.1957
969 1238 0.5609
290 1126 0.0533
311 1445 0.3765
835 1017 0.0152
44 1934 0.1668
871 1496 0.2472
151 1958 0.7208
1558 1929 0.9389
469 1171 0.7173
74 1056 0.0719
202 262 0.4070
216 1464 0.7635
557 1317 0.6224
885 1792 0.7523
6 1865 0.5630
1088 1989 0.3621
960 1799 0.1395
187 1439 0.5475
778 1847 0.4791
722 1588 0.8591
1328 1864 0.1832
206 1028 0.1441
473 1537 0.6768
1611 1655 0.7685
524 1965 0.4267
972 1228 0.0192
1089 1107 0.0174
920 1469 0.1430
1556 1668 0.6527
645 1000 0.9329
570 768 0.1334
138 602 0.4030
826 1021 0.0463
1495 1974 0.1722
183 647 0.0529
1554 1733 0.4810
464 743 0.0108
799 1103 0.9656
1152 1791 0.8023
712 1081 0.1141
76 1096 0.0474
403 1633 0.9932
675 1992 0.3257
646 1228 0.1671
670 1092 0.1906
128 633 0.6200
17 1404 0.5810
1423 1910 0.5683
424 1382 0.9823
1679 1821 0.3899
161 961 0.7096
1929 1956 0.4469
900 1316 0.8969
610 1941 0.6946
639 1896 0.2840
1215 1352 0.7824
512 722 0.0348
46 996 0.7087
1251 1698 0.8406
805 1780 0.4750
539 1907 0.5201
910 1817 0.1100
231 345 0.5558
1193 1954 0.3224
418 469 0.2331
310 381 0.2724
199 752 0.3564
641 1366 0.0380
261 454 0.8375
357 460 0.5873
349 1928 0.2041
1256 1567 0.3196
876 1863 0.3277
692 1270 0.4113
520 1196 0.1582
407 1619 0.5017
943 954 0.9841
1292 1303 0.9043
666 1506 0.0718
1174 1808 0.4775
443 769 0.5493
980 1577 0.1233
922 1486 0.2129
164 463 0.0967
195 1805 0.6225
218 731 0.7670
1033 1327 0.9870
621 1604 0.5462
161 572 0.6741
950 1090 0.7949
383 720 0.9222
526 564 0.4534
1199 1466 0.6754
1749 1852 0.8500
36 443 0.4116
754 1649 0.3925
25 1687 0.8230
224 765 0.5614
563 1527 0.3000
1137 1530 0.7296
1330 1909 0.9448
301 1916 0.4783
115 1119 0.5569
395 1896 0.5377
1235 1453 0.7386
699 1341 0.2931
1312 1890 0.8411
419 1750 0.3066
73 202 0.2334
151 1111 0.4075
629 1885 0.1029
1559 1971 0.2084
44 1364 0.3693
1342 1469 0.6148
147 1391 0.0356
1402 1855 0.5849
789 1484 0.4118
954 1175 0.0114
203 1799 0.2804
819 979 0.3497
338 461 0.4413
583 1696 0.4239
604 824 0.0558
1060 1706 0.0473
604 860 0.9566
702 719 0.7835
340 402 0.1970
342 1017 0.3977
345 347 0.9661
213 246 0.4591
839 1024 0.4654
40 382 0.4796
390 1266 0.8799
711 1015 0.5087
1090 1938 0.2494
1347 1768 0.8346
147 813 0.6531
485 1456 0.2924
210 906 0.1180
80 1739 0.2693
1228 1412 0.4338
1642 1849 0.8737
796 1209 0.8390
161 775 0.0131
1030 1420 0.1303
354 1797 0.8285
1118 1514 0.2206
1 318 0.7205
118 1467 0.0189
754 1537 0.8725
489 1979 0.3616
1227 1693 0.7682
1289 1744 0.2428
1088 1175 0.6180
1689 1853 0.9026
52 508 0.7041
1321 1808 0.8636
987 1590 0.9011
672 1734 0.2880
364 1237 0.8913
192 636 0.8227
10 1495 0.0461
527 593 0.0608
486 1461 0.9947
309 1789 0.7129
873 1907 0.3238
381 700 0.6941
730 1463 0.4446
1270 1974 0.0761
541 1743 0.0746
316 1291 0.7683
216 338 0.5931
1643 1697 0.5722
1404 1484 0.6402
555 1639 0.2989
732 1861 0.7547
183 451 0.9287
50 1326 0.8914
1122 1762 0.4104
464 1396 0.8276
1000 1474 0.9161
920 1941 0.3611
164 638 0.8100
916 1182 0.5976
93 1042 0.2598
1779 1820 0.4573
47 655 0.0931
463 1282 0.6654
336 1622 0.0094
573 1998 0.2522
607 1941 0.8436
193 1281 0.1644
504 1454 0.9943
776 1389 0.0210
463 1413 0.6683
693 1549 0.9838
104 116 0.5483
118 1954 0.0036
253 1691 0.8705
185 243 0.3248
1492 1916 0.7387
192 1375 0.3827
67 1674 0.3003
933 1825 0.4235
719 991 0.3304
248 1379 0.5203
913 1800 0.9730
780 921 0.2648
992 1967 0.2477
141 605 0.7292
1199 1460 0.9448
217 1604 0.5459
1233 1976 0.8441
225 1361 0.3299
20 953 0.1135
282 1037 0.7890
108 1212 0.3501
1599 1976 0.4850
1341 1978 0.1061
1755 1792 0.9473
768 1766 0.2032
236 811 0.4629
1096 1498 0.3957
863 1351 0.2311
918 1944 0.5084
806 823 0.3857
196 1116 0.5414
1323 1545 0.2457
67 1825 0.4715
259 1129 0.2347
1101 1452 0.3435
340 808 0.7032
185 470 0.5790
245 997 0.2380
72 916 0.2435
1556 1680 0.7598
15 520 0.2874
464 1751 0.0713
172 673 0.7924
1401 1874 0.4126
275 1739 0.4826
713 1392 0.3787
1052 1587 0.1935
171 1778 0.2445
344 558 0.7601
1006 1632 0.7884
459 969 0.2006
717 1016 0.8222
974 1556 0.4067
1128 1404 0.2968
945 1286 0.3993
1304 1596 0.2845
707 1844 0.9488
379 711 0.8895
1139 1882 0.8449
326 419 0.4106
599 1737 0.4767
904 1424 0.5412
169 593 0.4257
1281 1874 0.8280
226 1519 0.3442
299 795 0.3248
1017 1287 0.3582
1144 1450 0.5950
30 353 0.9792
38 769 0.3519
509 1680 0.2289
1384 1844 0.2860
731 755 0.9984
397 1569 0.5982
974 1885 0.1473
507 1350 0.6677
259 1333 0.5065
738 1045 0.4257
896 1995 0.9004
157 327 0.5499
161 938 0.8588
591 1127 0.0779
402 1828 0.6354
1475 1953 0.7701
774 1366 0.8613
1229 1559 0.7496
1401 1713 0.3161
615 1919 0.2346
720 974 0.9948
131 1685 0.5250
443 1767 0.6872
1129 1360 0.9093
661 1758 0.1171
1015 1788 0.5144
551 675 0.5708
365 1813 0.9317
194 1944 0.9992
714 1477 0.4726
815 1570 0.1605
973 1683 0.2174
782 1648 0.7893
74 1698 0.7738
112 1869 0.0908
426 1832 0.6373
687 1663 0.7220
405 1042 0.9058
1310 1990 0.4001
1304 1915 0.6971
942 1268 0.8369
435 1796 0.8964
2 1596 0.7195
275 1005 0.6590
728 1334 0.7201
1248 1600 0.1196
332 1176 0.5042
498 1323 0.7173
700 1177 0.9963
1528 1707 0.2239
1002 1334 0.9587
1266 1412 0.2800
945 1520 0.3122
645 1538 0.9826
614 1781 0.3681
443 731 0.0599
595 1172 0.6931
1578 1596 0.7189
158 986 0.5414
1492 1716 0.5585
1334 1977 0.8413
720 1315 0.9539
281 336 0.1595
143 1302 0.0747
693 1005 0.4822
1070 1478 0.2740
1378 1703 0.4447
1109 1411 0.8708
797 1866 0.7990
512 1096 0.4380
1290 1571 0.3016
484 1334 0.6934
1340 1952 0.7937
252 1981 0.3234
262 770 0.1625
110 1214 0.5012
1270 1822 0.0541
727 1995 0.7943
377 1170 0.6864
178 203 0.8423
459 1626 0.5458
450 1453 0.0298
157 391 0.4051
1602 1876 0.5102
282 999 0.6400
1075 1229 0.8352
619 727 0.9892
387 1850 0.2462
554 1725 0.7407
1966 1974 0.9451
349 393 0.1452
664 1140 0.5148
322 1911 0.4656
1255 1437 0.3542
712 731 0.1426
1023 1283 0.7278
736 1473 0.7239
320 880 0.8031
176 876 0.1664
813 1046 0.3135
428 1768 0.1012
1097 1456 0.9050
373 1610 0.6153
1193 1863 0.7137
745 1757 0.6135
1498 1509 0.2069
474 1183 0.9279
982 1927 0.7890
291 818 0.8236
1080 1654 0.5353
1874 1969 0.7163
681 1074 0.4064
190 1825 0.4580
1301 1952 0.3938
610 1044 0.0847
869 1708 0.7371
894 1215 0.1298
85 314 0.8611
186 1956 0.0568
203 1926 0.1079
34 1383 0.0803
795 1725 0.3888
271 344 0.8697
289 613 0.1874
1116 1127 0.6817
112 1895 0.5019
1186 1864 0.5991
1217 1862 0.8157
83 531 0.5723
568 1732 0.9783
1418 1863 0.6632
409 658 0.3126
161 1485 0.8326
859 1291 0.4294
